theTime,x,y,z,xvel,yvel,zvel,playerRotation,flipangle,grav_gain0,PSFactor,score,caughtToFloor,missedToFloor,ballTouchdownX,ballTouchdownY,ballTouchdownZ,goalPosX,goalPosY,goalPosZ
11.76,0,10,-58.7,-2.037379E-05,0.001081611,-0.002034831,1.629137,0,0,1,0,0,2,(-20.4, -5.0, -9.6),(0.0, 0.0, 0.0)
11.78,0,10,-58.7,0.0004344071,0.0009925952,-0.0002243621,1.633891,0,0,1,0,0,2,(-20.4, -5.0, -9.6),(0.0, 0.0, 0.0)
11.8,0,10,-58.7,-0.0003968095,0.0003926404,-0.001203162,1.636377,0,0,1,0,0,2,(-20.4, -5.0, -9.6),(0.0, 0.0, 0.0)
11.82,0,10,-58.7,-0.0007117734,-0.000502063,-0.0002241082,1.634615,0,0,1,0,0,2,(-20.4, -5.0, -9.6),(0.0, 0.0, 0.0)
11.84,0,10,-58.7,-0.001058997,-0.0009041826,-0.0005667885,1.637066,0,0,1,0,0,2,(-20.4, -5.0, -9.6),(0.0, 0.0, 0.0)
11.86,0,10,-58.7,0.0001232924,-0.0003317363,-0.002025366,1.635359,0,0,1,0,0,2,(-20.4, -5.0, -9.6),(0.0, 0.0, 0.0)
11.88,0,10,-58.7,0.0005653352,0.0007944045,-0.001473635,1.633419,0,0,1,0,0,2,(-20.4, -5.0, -9.6),(0.0, 0.0, 0.0)
11.9,0,10,-58.7,0.0005400637,0.0008564755,-0.002865004,1.63415,0,0,1,0,0,2,(-20.4, -5.0, -9.6),(0.0, 0.0, 0.0)
11.92,0,10,-58.7,0.0005963659,0.001195715,-0.004713562,1.638849,0,0,1,0,0,2,(-20.4, -5.0, -9.6),(0.0, 0.0, 0.0)
11.94,0,10,-58.7,3.432075E-05,0.001672589,-0.006350851,1.636513,0,0,1,0,0,2,(-20.4, -5.0, -9.6),(0.0, 0.0, 0.0)
11.96,0,10,-58.7,0.00020005,0.002269343,-0.009955707,1.636015,0,0,1,0,0,2,(-20.4, -5.0, -9.6),(0.0, 0.0, 0.0)
