theTime,x,y,z,q1,q2,q3,score,(0.0,0, 0.0),(0.0,0, 0.0)
9.82,3.315497,0,-0.6255951,0,0,25.00001,0,(15.2,-7, -3.3),(0.0,0, 0.0)
9.84,3.315497,0,-0.6255951,0,0,25.00001,0,(15.2,-7, -3.3),(0.0,0, 0.0)
9.86,3.315497,0,-0.6255951,0,0,30.00001,0,(15.2,-7, -3.3),(0.0,0, 0.0)
9.88,3.315497,0,-0.6255951,0,0,30.00001,0,(15.2,-7, -3.3),(0.0,0, 0.0)
9.9,3.636349,0,-0.6255913,0,0,30.00001,0,(15.2,-7, -3.3),(0.0,0, 0.0)
9.92,3.743301,0,-0.6255913,0,0,30.00001,0,(15.2,-7, -3.3),(0.0,0, 0.0)
9.94,4.000007,0,0.002532959,0,0,30.00001,0,(15.2,-7, -3.3),(0.0,0, 0.0)
9.96,4.000007,0,0.002532959,0,0,30.00001,0,(15.2,-7, -3.3),(0.0,0, 0.0)
9.98,4.000007,0,0.002532959,0,0,30.00001,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10,4.000007,0,0.002532959,0,0,30.00001,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.02,4.000007,0,0.002532959,0,0,30.00001,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.04,4.000007,0,0.002532959,0,0,30.00001,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.06,4.108116,0,0.002532959,0,0,30.00001,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.08,4.108116,0,0.002532959,0,0,30.00001,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.1,4.216226,0,0.002532959,0,0,35.00002,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.12,4.216226,0,0.002532959,0,0,40.00002,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.14,4.216226,0,0.002532959,0,0,45.00002,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.16,4.216226,0,0.002532959,0,0,50.00002,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.18,4.216226,0,0.002532959,0,0,55.00002,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.2,4.216226,0,0.002532959,0,0,55.00002,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.22,4.216226,0,0.002532959,0,0,60.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.24,4.216226,0,0.002532959,0,0,60.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.26,4.216226,0,0.002532959,0,0,60.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.28,4.216226,0,0.002532959,0,0,60.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.3,4.216226,0,0.002532959,0,0,60.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.32,4.216226,0,0.002532959,0,0,60.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.34,4.216226,0,0.002532959,0,0,60.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.36,4.216226,0,0.002532959,0,0,60.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.38,4.216226,0,0.002532959,0,0,60.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.4,4.216226,0,0.002532959,0,0,60.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.42,4.216226,0,0.002532959,0,0,60.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.44,4.216226,0,0.002532959,0,0,60.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.46,4.216226,0,0.002532959,0,0,70.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.48,4.216226,0,0.002532959,0,0,80.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.5,4.216226,0,0.002532959,0,0,85.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.52,4.216226,0,0.002532959,0,0,85.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.54,4.216226,0,0.002532959,0,0,85.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.56,4.590169,0,0.6440811,0,0,85.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.58,5.497065,0,4.80838,0,0,85.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.6,5.748484,0,6.329453,0,0,85.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.62,5.939372,0,7.117638,0,0,85.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.64,6.012245,0,7.925179,0,0,85.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.66,6.012245,0,7.925179,0,0,85.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.68,6.012245,0,7.925179,0,0,85.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.7,6.012245,0,7.925179,0,0,85.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.72,6.012245,0,7.925179,0,0,85.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.74,6.012245,0,7.925179,0,0,85.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.76,6.012245,0,7.925179,0,0,85.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.78,6.012245,0,7.925179,0,0,85.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.8,6.012245,0,7.925179,0,0,85.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.82,6.012245,0,7.925179,0,0,85.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.84,6.012245,0,7.925179,0,0,90.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.86,6.012245,0,7.925179,0,0,90.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.88,6.012245,0,7.925179,0,0,90.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.9,6.012245,0,7.925179,0,0,90.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.92,5.889544,0,7.925186,0,0,90.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.94,5.696946,0,7.117638,0,0,90.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.96,5.508962,0,6.329445,0,0,90.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
10.98,5.443771,0,5.559914,0,0,90.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11,5.086702,0,4.074219,0,0,90.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.02,4.74576,0,2.655636,0,0,90.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.04,4.692738,0,1.970135,0,0,90.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.06,4.581005,0,1.970135,0,0,90.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.08,4.581005,0,1.970135,0,0,90.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.1,4.581005,0,1.970135,0,0,90.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.12,4.581005,0,1.970135,0,0,90.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.14,4.469272,0,1.970135,0,0,90.00003,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.16,4.309398,0,1.299782,0,0,95.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.18,4.153012,0,0.6440773,0,0,95.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.2,4.043722,0,0.6440773,0,0,95.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.22,3.783788,0,0.002529144,0,0,95.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.24,3.42245,0,-0.6255913,0,0,95.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.26,3.386253,0,-1.239796,0,0,95.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.28,3.280432,0,-1.239796,0,0,95.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.3,3.174611,0,-1.239792,0,0,95.00004,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.32,3.174611,0,-1.239792,0,0,100,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.34,3.174611,0,-1.239792,0,0,105,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.36,3.174611,0,-1.239792,0,0,105,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.38,3.174611,0,-1.239792,0,0,105,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.4,3.174611,0,-1.239792,0,0,105,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.42,3.068789,0,-1.239792,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.44,3.068789,0,-1.239792,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.46,2.931928,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.48,2.931928,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.5,2.694311,0,-2.430626,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.52,2.590683,0,-2.430626,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.54,2.590683,0,-2.430626,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.56,2.590683,0,-2.430626,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.58,2.590683,0,-2.430626,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.6,2.590683,0,-2.430626,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.62,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.64,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.66,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.68,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.7,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.72,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.74,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.76,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.78,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.8,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.82,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.84,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.86,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.88,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.9,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.92,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.94,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.96,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
11.98,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.02,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.04,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.06,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.08,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.1,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.12,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.14,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.16,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.18,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.2,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.22,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.24,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.26,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.28,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.3,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.32,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.34,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.36,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.38,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.4,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.42,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.44,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.46,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.48,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.5,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.52,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.54,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.56,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.58,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.6,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.62,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.64,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.66,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.68,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.7,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.72,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.74,2.617795,0,-1.841755,0,0,110,0,(15.2,-7, -3.3),(0.0,0, 0.0)
12.76,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
12.78,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
12.8,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
12.82,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
12.84,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
12.86,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
12.88,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
12.9,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
12.92,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
12.94,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
12.96,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
12.98,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.02,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.04,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.06,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.08,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.1,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.12,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.14,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.16,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.18,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.2,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.22,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.24,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.26,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.28,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.3,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.32,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.34,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.36,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.38,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.4,2.617795,0,-1.841755,0,0,110,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.42,2.617795,0,-1.841755,0,0,100,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.44,2.617795,0,-1.841755,0,0,100,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.46,2.19895,0,-1.841759,0,0,90.00003,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.48,2.19895,0,-1.841759,0,0,90.00003,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.5,2.19895,0,-1.841759,0,0,90.00003,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.52,1.554412,0,-2.430622,0,0,85.00003,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.54,1.554412,0,-2.430622,0,0,85.00003,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.56,1.243527,0,-2.430622,0,0,85.00003,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.58,1.243527,0,-2.430622,0,0,85.00003,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.6,0.725392,0,-2.430626,0,0,85.00003,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.62,0.725392,0,-2.430626,0,0,85.00003,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.64,0.4145072,0,-2.430626,0,0,85.00003,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.66,0,0,-2.430626,0,0,85.00003,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.68,-0.9326457,0,-2.430626,0,0,85.00003,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.7,-1.658038,0,-2.430622,0,0,85.00003,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.72,-2.383427,0,-2.430626,0,0,85.00003,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.74,-3.147189,0,-3.573677,0,0,85.00003,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.76,-6.082939,0,-8.654213,0,0,75.00004,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.78,-6.758016,0,-9.111004,0,0,75.00004,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.8,-9.511114,0,-10.43354,0,0,65.00005,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.82,-9.866667,0,-10.43354,0,0,65.00005,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.84,-10.84445,0,-10.43354,0,0,60.00005,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.86,-12.91473,0,-10.00091,0,0,55.00005,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.88,-13.54253,0,-10.00091,0,0,55.00005,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.9,-14.26002,0,-10.00091,0,0,55.00005,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.92,-16.2331,0,-10.00091,0,0,55.00005,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.94,-16.50216,0,-10.00091,0,0,55.00005,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.96,-17.33334,0,-10.43354,0,0,55.00005,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
13.98,-18.93334,0,-10.43354,0,0,55.00005,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14,-19.11112,0,-10.43354,0,0,55.00005,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.02,-19.46667,0,-10.43354,0,0,55.00005,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.04,-19.82222,0,-10.43354,0,0,55.00005,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.06,-19.82222,0,-10.43354,0,0,55.00005,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.08,-20.08736,0,-11.27659,0,0,50.00005,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.1,-20.08736,0,-11.27659,0,0,50.00005,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.12,-20.08736,0,-11.27659,0,0,50.00005,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.14,-20.51505,0,-12.09069,0,0,35.00005,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.16,-20.51505,0,-12.09069,0,0,35.00005,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.18,-20.51505,0,-12.09069,0,0,25.00004,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.2,-20.68673,0,-12.09069,0,0,25.00004,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.22,-21.03008,0,-12.09069,0,0,25.00004,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.24,-21.02122,0,-12.48755,0,0,25.00004,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.26,-21.75729,0,-13.26094,0,0,25.00004,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.28,-21.82579,0,-13.63782,0,0,25.00004,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.3,-22.67206,0,-14.73259,0,0,25.00004,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.32,-22.73083,0,-15.0859,0,0,25.00004,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.34,-23.29308,0,-15.08591,0,0,25.00004,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.36,-23.61437,0,-15.0859,0,0,25.00004,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.38,-23.93566,0,-15.0859,0,0,25.00004,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.4,-24.29149,0,-14.73259,0,0,25.00004,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.42,-24.37247,0,-14.73259,0,0,20.00004,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.44,-24.53441,0,-14.73259,0,0,15.00004,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.46,-24.69635,0,-14.73259,0,0,4.44E-05,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.48,-24.69635,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.5,-24.69635,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.52,-24.69635,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.54,-24.69635,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.56,-24.85829,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.58,-24.93927,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.6,-25.10121,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.62,-25.18218,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.64,-25.26316,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.66,-25.4251,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.68,-25.66801,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.7,-25.74898,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.72,-25.74898,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.74,-25.91092,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.76,-25.91092,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.78,-26.23481,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.8,-26.63967,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.82,-26.72065,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.84,-26.88259,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.86,-26.96356,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.88,-27.04453,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.9,-27.28745,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
14.92,-27.44939,0,-14.73259,0,0,355,1,(15.2,-7, -3.3),(-40.0,-7.5, 14.0)
