theTime,x,y,z,xvel,yvel,zvel,playerRotation,flipangle,grav_gain0,PSFactor,score,caughtToFloor,missedToFloor,ballTouchdownX,ballTouchdownY,ballTouchdownZ,goalPosX,goalPosY,goalPosZ
171.74,0,10,-58.7,0.002420857,-0.0003339592,-0.008533605,114.2392,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
171.76,0,10,-58.7,0.002466238,-0.0002908437,-0.006104395,114.2355,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
171.78,0,10,-58.7,0.002466238,-0.0002908437,-0.006104395,114.2355,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
171.8,0,10,-58.7,0.001167655,-0.0001187717,-0.002512228,114.2417,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
171.82,0,10,-58.7,0.001167655,-0.0001187717,-0.002512228,114.2417,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
171.84,0,10,-58.7,0.001167655,-0.0001187717,-0.002512228,114.2417,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
171.86,0,10,-58.7,0.001918183,3.516117E-06,-0.0001616379,114.2438,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
171.88,0,10,-58.7,0.001510925,9.684183E-06,0.0001492748,114.2373,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
171.9,0,10,-58.7,0.001510925,9.684183E-06,0.0001492748,114.2435,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
171.92,0,10,-58.7,0.002183789,-1.52022E-05,-0.0004997764,114.2733,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
171.94,0,10,-58.7,0.002183789,-1.52022E-05,-0.0004997764,114.2822,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
171.96,0,10,-58.7,0.002183789,-1.52022E-05,-0.0004997764,114.2822,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
171.98,0,10,-58.7,0.003782657,-3.54635E-05,-0.0004271173,114.3489,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
172,0,10,-58.7,0.003782657,-3.54635E-05,-0.0004271173,114.3489,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
172.02,0,10,-58.7,0.006383355,-7.5273E-05,-0.001005742,114.7945,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
172.04,0,10,-58.7,0.007267596,-0.0001292947,-0.002919613,117.0499,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
172.06,0,10,-58.7,0.007267596,-0.0001292947,-0.002919613,117.0499,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
172.08,0,10,-58.7,0.004201072,-0.0003660703,-0.007579151,122.5587,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
172.1,0,10,-58.7,0.004201072,-0.0003660703,-0.007579151,122.5587,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
172.12,0,10,-58.7,0.00293504,-0.0007050544,-0.01375735,129.9027,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
172.14,0,10,-58.7,0.001852282,-0.001310514,-0.02384719,143.8415,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
172.16,0,10,-58.7,0.001895028,-0.001354193,-0.02447185,143.8415,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
172.18,0,10,-58.7,0.001895028,-0.001354193,-0.02447185,144.5731,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
172.2,0,10,-58.7,0.001396886,-0.001968492,-0.03299628,154.2115,92.1,0,1.8,3,1,2,(-3.8, -5.0, -6.1),(0.0, -7.5, 0.0)
