7/31/2019 6:01:41 PM,x,y,z,q1,q2,q3,xvel,yvel,zvel,fx,fy,fz,torque,grav_gain0,flipangle,PSFactor,score,caughtToFloor,missedToFloor,ballTouchdown,goalPos
0,0,10,-58.7,0,0,0,0,0,0,0,0,0,0,0,180,1,0,0,0,(0.0, 0.0, 0.0),(7.2, -7.5, 18.7)
0,0,10,-58.7,0,0,0,0,0,0,0,0,0,0,0,180,1,0,0,0,(0.0, 0.0, 0.0),(-12.7, -7.5, 16.2)
0.02,0,10,-58.7,0,0,0,0,0,0,0,0,0,0,0,180,1,0,0,0,(0.0, 0.0, 0.0),(-30.4, -7.5, 6.9)
0.04,0,10,-58.7,0,0,0,0,0,0,0,0,0,0,0,180,1,0,0,0,(0.0, 0.0, 0.0),(-19.2, -7.5, 23.5)
0.06,0,10,-58.7,0,0,0,0,0,0,0,0,0,0,0,180,1,0,0,0,(0.0, 0.0, 0.0),(-32.8, -7.5, 8.8)
0.08,0,10,-58.7,0,0,0,0,0,0,0,0,0,0,0,180,1,0,0,0,(0.0, 0.0, 0.0),(-12.8, -7.5, 9.3)
0.09999999,0,10,-58.7,0,0,0,0,0,0,0,0,0,0,0,180,1,0,0,0,(0.0, 0.0, 0.0),(-26.5, -7.5, 23.8)
0.12,0,10,-58.7,0,0,0,0,0,0,0,0,0,0,0,180,1,0,0,0,(0.0, 0.0, 0.0),(-39.3, -7.5, 8.4)
0.14,0,10,-58.7,0,0,0,0,0,0,0,0,0,0,0,180,1,0,0,0,(0.0, 0.0, 0.0),(-49.6, -7.5, 25.6)
0.16,0,10,-58.7,0,0,0,0,0,0,0,0,0,0,0,180,1,0,0,0,(0.0, 0.0, 0.0),(-31.6, -7.5, 16.8)
0.18,0,10,-58.7,0,0,0,0,0,0,0,0,0,0,0,180,1,0,0,0,(0.0, 0.0, 0.0),(-12.1, -7.5, 12.4)
0.2,0,10,-58.7,0,0,0,0,0,0,0,0,0,0,0,180,1,0,0,0,(0.0, 0.0, 0.0),(4.0, -7.5, 0.5)
0.22,0,10,-58.7,0,0,0,0,0,0,0,0,0,0,0,180,1,0,0,0,(0.0, 0.0, 0.0),(20.1, -7.5, 12.3)
0.24,0,10,-58.7,0,0,0,0,0,0,0,0,0,0,0,180,1,0,0,0,(0.0, 0.0, 0.0),(6.1, -7.5, -2.0)
0.26,0,10,-58.7,0,0,0,0,0,0,0,0,0,0,0,180,1,0,0,0,(0.0, 0.0, 0.0),(25.7, -7.5, 2.1)
